flight_number,date,booster_version,launch_site,payload,payload_mass_kg,orbit,customer,launch_outcome,booster_landing,launch_year,launch_site_code,success_flag
411.0,,Sixth launch of SpaceX/Northrop Grumman-built Starshield satellites for the National Reconnaissance Office.,Sixth launch of SpaceX/Northrop Grumman-built Starshield satellites for the National Reconnaissance Office.,Sixth launch of SpaceX/Northrop Grumman-built Starshield satellites for the National Reconnaissance Office.,0.0,Sixth launch of SpaceX/Northrop Grumman-built Starshield satellites for the National Reconnaissance Office.,Sixth launch of SpaceX/Northrop Grumman-built Starshield satellites for the National Reconnaissance Office.,Sixth launch of SpaceX/Northrop Grumman-built Starshield satellites for the National Reconnaissance Office.,Sixth launch of SpaceX/Northrop Grumman-built Starshield satellites for the National Reconnaissance Office.,,SloSGSsftNRO,0
412.0,2024-12-17 22:26:00,F9 B5 B1090‑1,"Kennedy, LC‑39A",O3b mPOWER 7 & 8,3400.0,MEO,SES,Success,Success (JRTI),2024.0,KL,1
412.0,,"In August 2020, SES expanded the O3b mPOWER contract with two additional launches, raising the number of satellites from 7 to 11 satellites at nearly 2 tons each.[242] One of the fairings halves made its 22nd flight.","In August 2020, SES expanded the O3b mPOWER contract with two additional launches, raising the number of satellites from 7 to 11 satellites at nearly 2 tons each.[242] One of the fairings halves made its 22nd flight.","In August 2020, SES expanded the O3b mPOWER contract with two additional launches, raising the number of satellites from 7 to 11 satellites at nearly 2 tons each.[242] One of the fairings halves made its 22nd flight.",2020.0,"In August 2020, SES expanded the O3b mPOWER contract with two additional launches, raising the number of satellites from 7 to 11 satellites at nearly 2 tons each.[242] One of the fairings halves made its 22nd flight.","In August 2020, SES expanded the O3b mPOWER contract with two additional launches, raising the number of satellites from 7 to 11 satellites at nearly 2 tons each.[242] One of the fairings halves made its 22nd flight.","In August 2020, SES expanded the O3b mPOWER contract with two additional launches, raising the number of satellites from 7 to 11 satellites at nearly 2 tons each.[242] One of the fairings halves made its 22nd flight.","In August 2020, SES expanded the O3b mPOWER contract with two additional launches, raising the number of satellites from 7 to 11 satellites at nearly 2 tons each.[242] One of the fairings halves made its 22nd flight.",,IA2SetOmcwtalrtnosf7t1san2teOotfhmi2f,0
413.0,2024-12-21 11:34:00,F9 B5 B1071‑21,"Vandenberg, SLC-4E",Bandwagon-2 (30 payload smallsat rideshare)[68][88] 425 Project Flight 3,800.0,LEO,Various Republic of Korea Armed Forces,Success,Success (LZ‑4),2024.0,VS,1
413.0,,Dedicated SmallSat Rideshare mission to 45 degree inclination 550–600 km altitude. 425 Project Flight 3 is a military SAR satellite of South Korea with a mass of ~800 kg.[244],Dedicated SmallSat Rideshare mission to 45 degree inclination 550–600 km altitude. 425 Project Flight 3 is a military SAR satellite of South Korea with a mass of ~800 kg.[244],Dedicated SmallSat Rideshare mission to 45 degree inclination 550–600 km altitude. 425 Project Flight 3 is a military SAR satellite of South Korea with a mass of ~800 kg.[244],800.0,Dedicated SmallSat Rideshare mission to 45 degree inclination 550–600 km altitude. 425 Project Flight 3 is a military SAR satellite of South Korea with a mass of ~800 kg.[244],Dedicated SmallSat Rideshare mission to 45 degree inclination 550–600 km altitude. 425 Project Flight 3 is a military SAR satellite of South Korea with a mass of ~800 kg.[244],Dedicated SmallSat Rideshare mission to 45 degree inclination 550–600 km altitude. 425 Project Flight 3 is a military SAR satellite of South Korea with a mass of ~800 kg.[244],Dedicated SmallSat Rideshare mission to 45 degree inclination 550–600 km altitude. 425 Project Flight 3 is a military SAR satellite of South Korea with a mass of ~800 kg.[244],,DSRmt4di5ka4PF3iamSsoSKwamo~k,0
414.0,2024-12-23 05:35:00,F9 B5 B1080‑14,"Kennedy, LC‑39A",Starlink: Group 12-2 (21 satellites),16500.0,LEO,SpaceX,Success,Success (JRTI),2024.0,KL,1
414.0,,"Launch of 21 Starlink v2 mini satellites, including 13 with direct-to-cell connectivity, to a 559 km (347 mi) orbit at an inclination of 43° to expand internet constellation.","Launch of 21 Starlink v2 mini satellites, including 13 with direct-to-cell connectivity, to a 559 km (347 mi) orbit at an inclination of 43° to expand internet constellation.","Launch of 21 Starlink v2 mini satellites, including 13 with direct-to-cell connectivity, to a 559 km (347 mi) orbit at an inclination of 43° to expand internet constellation.",21.0,"Launch of 21 Starlink v2 mini satellites, including 13 with direct-to-cell connectivity, to a 559 km (347 mi) orbit at an inclination of 43° to expand internet constellation.","Launch of 21 Starlink v2 mini satellites, including 13 with direct-to-cell connectivity, to a 559 km (347 mi) orbit at an inclination of 43° to expand internet constellation.","Launch of 21 Starlink v2 mini satellites, including 13 with direct-to-cell connectivity, to a 559 km (347 mi) orbit at an inclination of 43° to expand internet constellation.","Launch of 21 Starlink v2 mini satellites, including 13 with direct-to-cell connectivity, to a 559 km (347 mi) orbit at an inclination of 43° to expand internet constellation.",,Lo2Svmsi1wdcta5k(moaaio4teic,0
415.0,2024-12-29 01:58:00,F9 B5 B1075‑16,"Vandenberg, SLC-4E",Starlink: Group 11-3 (22 satellites),16700.0,LEO,SpaceX,Success,Success (OCISLY),2024.0,VS,1
415.0,,Launch of 22 Starlink v2 mini satellites to a 535 km (332 mi) orbit at an inclination of 53° to expand internet constellation.,Launch of 22 Starlink v2 mini satellites to a 535 km (332 mi) orbit at an inclination of 53° to expand internet constellation.,Launch of 22 Starlink v2 mini satellites to a 535 km (332 mi) orbit at an inclination of 53° to expand internet constellation.,22.0,Launch of 22 Starlink v2 mini satellites to a 535 km (332 mi) orbit at an inclination of 53° to expand internet constellation.,Launch of 22 Starlink v2 mini satellites to a 535 km (332 mi) orbit at an inclination of 53° to expand internet constellation.,Launch of 22 Starlink v2 mini satellites to a 535 km (332 mi) orbit at an inclination of 53° to expand internet constellation.,Launch of 22 Starlink v2 mini satellites to a 535 km (332 mi) orbit at an inclination of 53° to expand internet constellation.,,Lo2Svmsta5k(moaaio5teic,0
416.0,2024-12-29 05:00:00,F9 B5 B1083‑7,"Cape Canaveral, SLC‑40",Astranis: From One to Many (4 satellites),1600.0,GTO,Astranis,Success,Success (ASOG),2024.0,CCS,1
416.0,,"Dedicated Falcon 9 launch to put four Astranis MicroGEO communications satellites into service. The MicroGEOs were launched to a custom geostationary orbit, with the four satellites individually conducting on-orbit maneuvers to inject themselves into their orbital slots. The four spacecraft were mounted to a standard adapter ring, known as an ESPA-Grande, for ease of deployment.[248] B1083 supported the Astranis mission, previously it was B1077, but due to some problem identified, the first stage of this mission was changed.","Dedicated Falcon 9 launch to put four Astranis MicroGEO communications satellites into service. The MicroGEOs were launched to a custom geostationary orbit, with the four satellites individually conducting on-orbit maneuvers to inject themselves into their orbital slots. The four spacecraft were mounted to a standard adapter ring, known as an ESPA-Grande, for ease of deployment.[248] B1083 supported the Astranis mission, previously it was B1077, but due to some problem identified, the first stage of this mission was changed.","Dedicated Falcon 9 launch to put four Astranis MicroGEO communications satellites into service. The MicroGEOs were launched to a custom geostationary orbit, with the four satellites individually conducting on-orbit maneuvers to inject themselves into their orbital slots. The four spacecraft were mounted to a standard adapter ring, known as an ESPA-Grande, for ease of deployment.[248] B1083 supported the Astranis mission, previously it was B1077, but due to some problem identified, the first stage of this mission was changed.",9.0,"Dedicated Falcon 9 launch to put four Astranis MicroGEO communications satellites into service. The MicroGEOs were launched to a custom geostationary orbit, with the four satellites individually conducting on-orbit maneuvers to inject themselves into their orbital slots. The four spacecraft were mounted to a standard adapter ring, known as an ESPA-Grande, for ease of deployment.[248] B1083 supported the Astranis mission, previously it was B1077, but due to some problem identified, the first stage of this mission was changed.","Dedicated Falcon 9 launch to put four Astranis MicroGEO communications satellites into service. The MicroGEOs were launched to a custom geostationary orbit, with the four satellites individually conducting on-orbit maneuvers to inject themselves into their orbital slots. The four spacecraft were mounted to a standard adapter ring, known as an ESPA-Grande, for ease of deployment.[248] B1083 supported the Astranis mission, previously it was B1077, but due to some problem identified, the first stage of this mission was changed.","Dedicated Falcon 9 launch to put four Astranis MicroGEO communications satellites into service. The MicroGEOs were launched to a custom geostationary orbit, with the four satellites individually conducting on-orbit maneuvers to inject themselves into their orbital slots. The four spacecraft were mounted to a standard adapter ring, known as an ESPA-Grande, for ease of deployment.[248] B1083 supported the Astranis mission, previously it was B1077, but due to some problem identified, the first stage of this mission was changed.","Dedicated Falcon 9 launch to put four Astranis MicroGEO communications satellites into service. The MicroGEOs were launched to a custom geostationary orbit, with the four satellites individually conducting on-orbit maneuvers to inject themselves into their orbital slots. The four spacecraft were mounted to a standard adapter ring, known as an ESPA-Grande, for ease of deployment.[248] B1083 supported the Astranis mission, previously it was B1077, but due to some problem identified, the first stage of this mission was changed.",,DF9ltpfAMcsisTMwltacgowtfsicomtititosTfswmtasarkaaEfeodBstAmpiwBbdtspitfsotmwc,0
417.0,2024-12-31 05:39:00,F9 B5 B1078‑16,"Kennedy, LC‑39A",Starlink: Group 12-6 (21 satellites),16500.0,LEO,SpaceX,Success,Success (JRTI),2024.0,KL,1
417.0,,"Launch of 21 Starlink v2 mini satellites, including 13 with direct-to-cell connectivity, to a 559 km (347 mi) orbit at an inclination of 43° to expand internet constellation.","Launch of 21 Starlink v2 mini satellites, including 13 with direct-to-cell connectivity, to a 559 km (347 mi) orbit at an inclination of 43° to expand internet constellation.","Launch of 21 Starlink v2 mini satellites, including 13 with direct-to-cell connectivity, to a 559 km (347 mi) orbit at an inclination of 43° to expand internet constellation.",21.0,"Launch of 21 Starlink v2 mini satellites, including 13 with direct-to-cell connectivity, to a 559 km (347 mi) orbit at an inclination of 43° to expand internet constellation.","Launch of 21 Starlink v2 mini satellites, including 13 with direct-to-cell connectivity, to a 559 km (347 mi) orbit at an inclination of 43° to expand internet constellation.","Launch of 21 Starlink v2 mini satellites, including 13 with direct-to-cell connectivity, to a 559 km (347 mi) orbit at an inclination of 43° to expand internet constellation.","Launch of 21 Starlink v2 mini satellites, including 13 with direct-to-cell connectivity, to a 559 km (347 mi) orbit at an inclination of 43° to expand internet constellation.",,Lo2Svmsi1wdcta5k(moaaio4teic,0
